0,3774,10,5,1,0.016,0.5,3,0.049841295501,12.7261636175
0,3775,10,5,1,0.016,0.75,3,0.0475643310293,11.5197868956
0,3776,10,5,1,0.017,0.5,3,0.0508399908096,11.2182401381
0,3777,10,5,1,0.017,0.75,3,0.0478036351488,11.6247433019
0,3778,10,5,1,0.018,0.5,3,0.0489767030101,12.4230948736
0,3779,10,5,1,0.018,0.75,3,0.0476083749164,11.0726336645
0,3780,10,5,1,0.019,0.5,3,0.0505361255317,58.856168409
0,3781,10,5,1,0.019,0.75,3,0.0474472962694,10.981144826
0,3782,10,5,1,0.02,0.5,3,0.0539895872627,14.4693336452
0,3783,10,5,1,0.02,0.75,3,0.0473502238477,11.4013845639
0,3784,10,5,1,0.021,0.5,3,0.05825167815,25.4432307286
0,3785,10,5,1,0.021,0.75,3,0.047111961732,11.6941545045
0,3786,10,5,1,0.022,0.5,3,0.051292515079,18.5226223287
0,3787,10,5,1,0.022,0.75,3,0.04736484662,15.9964856679
0,3788,10,5,1,0.023,0.5,3,0.0493522959405,21.262102268
0,3789,10,5,1,0.023,0.75,3,0.0471642507954,22.7074420172
0,3790,10,5,1,0.024,0.5,3,0.0569075160838,23.5732644553
0,3791,10,5,1,0.024,0.75,3,0.0471026905057,11.3125867013
0,3792,10,5,1,0.025,0.5,3,0.0520518613867,31.1326967874
0,3793,10,5,1,0.025,0.75,3,0.0492333718739,11.726283876
0,3794,10,5,1,0.05,0.5,3,0.121546720697,182.83584585
0,3795,10,5,1,0.05,0.75,3,0.0837148128591,97.8282565167
0,3796,10,5,1,0.075,0.5,3,0.157526126902,337.774380225
0,3797,10,5,1,0.075,0.75,3,0.102572514162,207.050157175
0,3798,10,5,1,0.1,0.5,3,0.220254561873,523.252342156
0,3799,10,5,1,0.1,0.75,3,0.186027049608,361.199130765
0,3800,10,5,1,0.125,0.5,3,0.249044192178,429.379634175
0,3801,10,5,1,0.125,0.75,3,0.209917335909,420.23861889
0,3802,10,5,1,0.15,0.5,3,0.263140088124,439.869573442
0,3803,10,5,1,0.15,0.75,3,0.244568174585,464.53555245
0,3804,10,5,1,0.175,0.5,3,0.231532327608,484.534214494
0,3805,10,5,1,0.175,0.75,3,0.234979237255,493.080812787
0,3806,10,5,1,0.2,0.5,3,0.249005579526,574.357207252
0,3807,10,5,1,0.2,0.75,3,0.265196062699,544.391015613
0,3808,10,5,1,0.225,0.5,3,0.271210205458,520.68824578
0,3809,10,5,1,0.225,0.75,3,0.271849377187,560.592872091
0,3810,10,5,1,0.25,0.5,3,0.286812232915,475.428120522
0,3811,10,5,1,0.25,0.75,3,0.261211555542,582.974760186
0,3812,10,5,1,0.275,0.5,3,0.253280374374,563.158734013
0,3813,10,5,1,0.275,0.75,3,0.286164094528,529.414329478
0,3814,10,5,1,0.3,0.5,3,0.279033659331,574.300798512
0,3815,10,5,1,0.3,0.75,3,0.27743408963,551.353080943
0,3816,10,5,1,0.325,0.5,3,0.302136798092,528.284553317
0,3817,10,5,1,0.325,0.75,3,0.270497735261,545.31329744
0,3818,10,5,1,0.35,0.5,3,0.28167325648,571.199822253
0,3819,10,5,1,0.35,0.75,3,0.272422945783,584.10422085
0,3820,10,5,1,0.375,0.5,3,0.326585185629,522.800827329
0,3821,10,5,1,0.375,0.75,3,0.260314533314,598.134912373
0,3822,10,5,1,0.4,0.5,3,0.293637368546,595.959168067
0,3823,10,5,1,0.4,0.75,3,0.276542851092,583.427925385
0,3824,10,5,1,0.425,0.5,3,0.300768396615,581.578325869
0,3825,10,5,1,0.425,0.75,3,0.297507272539,598.005258595
0,3826,10,5,1,0.45,0.5,3,0.283090605535,556.174692349
0,3827,10,5,1,0.45,0.75,3,0.291967564342,580.149184996
0,3828,10,5,1,0.475,0.5,3,0.282898767217,570.528442236
